2.25	1
2.26	0.998027
2.27	0.992115
2.28	0.982287
2.29	0.968583
2.3	0.951057
2.31	0.929776
2.32	0.904827
2.33	0.876307
2.34	0.844328
2.35	0.809017
2.36	0.770513
2.37	0.728969
2.38	0.684547
2.39	0.637424
2.4	0.587785
2.41	0.535827
2.42	0.481754
2.43	0.425779
2.44	0.368125
2.45	0.309017
2.46	0.24869
2.47	0.187381
2.48	0.125333
2.49	0.0627905
2.5	6.12E-16
2.51	-0.0627905
2.52	-0.125333
2.53	-0.187381
2.54	-0.24869
2.55	-0.309017
2.56	-0.368125
2.57	-0.425779
2.58	-0.481754
2.59	-0.535827
2.6	-0.587785
2.61	-0.637424
2.62	-0.684547
2.63	-0.728969
2.64	-0.770513
2.65	-0.809017
2.66	-0.844328
2.67	-0.876307
2.68	-0.904827
2.69	-0.929776
2.7	-0.951057
2.71	-0.968583
2.72	-0.982287
2.73	-0.992115
2.74	-0.998027
2.75	-1
2.76	-0.998027
2.77	-0.992115
2.78	-0.982287
2.79	-0.968583
2.8	-0.951057
2.81	-0.929776
2.82	-0.904827
2.83	-0.876307
2.84	-0.844328
2.85	-0.809017
2.86	-0.770513
2.87	-0.728969
2.88	-0.684547
2.89	-0.637424
2.9	-0.587785
2.91	-0.535827
2.92	-0.481754
2.93	-0.425779
2.94	-0.368125
2.95	-0.309017
2.96	-0.24869
2.97	-0.187381
2.98	-0.125333
2.99	-0.0627905
